company,code,listing_date
IBKS제20호스팩,439730,2022-10-28
큐알티,405100,2022-11-02
교보13호스팩,440790,2022-11-02
케이비제23호스팩,440200,2022-11-03
LX세미콘,108320,2022-11-03
엔에이치스팩25호,438580,2022-11-03
제이아이테크,417500,2022-11-04
뉴로메카,348340,2022-11-04
디티앤씨알오,383930,2022-11-11
윤성에프앤씨,372170,2022-11-14
티쓰리,204610,2022-11-17
티에프이,425420,2022-11-17
유비온,084440,2022-11-18
엔젯,419080,2022-11-18
인벤티지랩,389470,2022-11-22
펨트론,168360,2022-11-24
유니드비티플러스,446070,2022-11-28
대신밸런스제13호스팩,438220,2022-11-28
에이아이더뉴트리진,311960,2022-11-29
아하,102950,2022-11-30
유진스팩9호,442130,2022-12-01
엔에이치스팩26호,439410,2022-12-01
대신밸런스제14호스팩,442310,2022-12-05
SAMG엔터,419530,2022-12-06
핑거스토리,417180,2022-12-08
엔에이치스팩27호,440820,2022-12-16
IBKS제21호스팩,442770,2022-12-16
애니메디솔루션,390110,2022-12-21
마이크로엔엑스,448780,2022-12-21
바이오노트,377740,2022-12-22
비엔케이제1호스팩,445360,2022-12-22
지에프씨생명과학,388610,2022-12-23
카이바이오텍,446600,2022-12-23
신스틸,162300,2022-12-23
신영스팩9호,445970,2022-12-27
아이오바이오,447690,2022-12-28
타이드,346010,2022-12-28
옵티코어,380540,2022-12-29
티이엠씨,425040,2023-01-19
한주라이트메탈,198940,2023-01-19
태양3C,052960,2023-01-26
태양3C,052960,2023-01-26
지슨,289860,2023-01-26
미래반도체,254490,2023-01-27
오브젠,417860,2023-01-30
코오롱모빌리티그룹,450140,2023-01-31
삼기이브이,419050,2023-02-03
스튜디오미르,408900,2023-02-07
꿈비,407400,2023-02-09
샌즈랩,411080,2023-02-15
제이오,418550,2023-02-16
화인써키트,127980,2023-02-17
이노진,344860,2023-02-20
미래에셋비전스팩2호,446190,2023-02-24
유안타제13호스팩,449020,2023-02-28
바이오인프라,199730,2023-03-02
삼성스팩8호,448740,2023-03-02
나노팀,417010,2023-03-03
자람테크놀로지,389020,2023-03-07
하나26호스팩,446750,2023-03-07
라온텍,418420,2023-03-09
엔에이치스팩28호,450410,2023-03-09
금양그린파워,282720,2023-03-13
미래에셋드림스팩1호,442900,2023-03-15
엑스게이트,356680,2023-03-16
유안타제12호스팩,446150,2023-03-17
한화리츠,451800,2023-03-27
LB인베스트먼트,309960,2023-03-29
지아이이노베이션,358570,2023-03-30
한화갤러리아,452260,2023-03-31
IBKS제22호스팩,448760,2023-04-06
하나27호스팩,448370,2023-04-06
미래에셋비전스팩3호,448830,2023-04-07
현대그린푸드,453340,2023-04-10
삼성FN리츠,448730,2023-04-10
노보믹스,283100,2023-04-19
SK오션플랜트,100090,2023-04-19
셀바이오휴먼텍,318160,2023-04-20
마이크로투나노,424980,2023-04-26
토마토시스템,393210,2023-04-27
슈어소프트테크,298830,2023-04-28
에스바이오메딕스,304360,2023-05-04
삼미금속,012210,2023-05-16
트루엔,417790,2023-05-17
키움제8호스팩,446840,2023-05-17
큐라켐,456190,2023-05-18
모니터랩,434480,2023-05-19
씨유박스,340810,2023-05-19
팸텍,271830,2023-05-23
기가비스,420770,2023-05-24
OCI,456040,2023-05-30
이수스페셜티케미컬,457190,2023-05-31
진영,285800,2023-06-01
나라셀라,405920,2023-06-02
마녀공장,439090,2023-06-08
큐라티스,348080,2023-06-15
동국제강,460860,2023-06-16
프로테옴텍,303360,2023-06-16
동국씨엠,460850,2023-06-16
가이아코퍼레이션,296520,2023-06-20
비에이치,090460,2023-06-20
하이제8호스팩,450050,2023-06-22
엔에이치스팩29호,451700,2023-06-23
KB제25호스팩,455250,2023-06-23
하나29호스팩,454640,2023-06-28
시큐센,232830,2023-06-29
